age,gender,exercise_name,sets,reps,weight,frequency,protein,calories,sleep,experience,target_muscle_group,type,body_fat_percentage,cardio_minutes_per_week,maintenance_calories,muscle_size_cm2,definition_score
24,M,Arnold Press,4,10,101,4,161,2399,8.1,Intermediate,Shoulders,Compound,14.1,113,3043,29.8,4.7
19,M,Incline Barbell Bench Press,5,7,62,4,181,1813,6.8,Advanced,Chest,Compound,14.4,225,2517,39.2,5.0
18,M,Arnold Press,4,10,118,5,142,2048,8.3,Advanced,Shoulders,Compound,15.6,143,2587,37.9,4.9
45,M,Rear Delt Flyes,4,13,39,4,148,2244,9.0,Intermediate,Shoulders,Isolation,17.4,289,2898,26.6,4.0
25,M,Bicep Curls,3,10,46,3,186,2093,7.4,Intermediate,Arms,Isolation,13.2,154,2657,21.7,4.5
30,M,Overhead Press,5,11,77,5,143,2348,8.1,Beginner,Shoulders,Compound,22.2,159,2661,23.2,2.7
32,M,Squats,3,10,58,5,193,1877,7.2,Beginner,Legs,Compound,17.4,79,2649,34.8,4.3
40,F,Overhead Press,4,9,81,4,110,1326,7.4,Advanced,Shoulders,Compound,25.4,205,1813,24.2,2.7
35,M,Overhead Press,4,7,61,5,183,2573,7.2,Advanced,Shoulders,Compound,12.7,163,3032,42.9,5.0
39,M,Reverse Flyes,3,10,29,4,157,2376,7.5,Intermediate,Back,Isolation,12.8,153,2731,43.7,5.0
19,M,Chin-ups,3,7,69,3,174,2496,8.1,Intermediate,Arms,Compound,19.6,294,2839,43.0,4.1
44,F,Close-Grip Bench Press,5,6,47,5,119,1586,6.2,Intermediate,Arms,Compound,32.0,178,2165,27.0,1.6
34,F,T-Bar Rows,4,8,59,4,123,1394,7.3,Advanced,Back,Compound,23.4,143,2157,19.5,3.3
25,M,Lunges,4,9,88,3,155,1912,6.5,Intermediate,Legs,Compound,16.2,63,2212,40.0,4.5
41,M,Chin-ups,3,11,49,4,163,2808,6.5,Beginner,Arms,Compound,15.9,146,3119,25.7,4.0
48,M,Barbell Bench Press,4,8,115,3,134,1896,8.5,Advanced,Chest,Compound,17.4,140,2598,25.7,4.6
37,M,Diamond Push-ups,5,6,87,4,174,2725,8.3,Intermediate,Arms,Compound,20.5,121,3111,31.8,3.9
34,F,Bicep Curls,3,10,52,5,127,1969,6.8,Intermediate,Arms,Isolation,25.2,215,2221,26.0,2.6
51,F,Pec Deck,4,10,26,3,104,1641,8.0,Intermediate,Chest,Isolation,25.8,228,2148,23.6,2.3
38,F,Cable Rows,3,13,50,3,123,1815,6.7,Intermediate,Back,Isolation,18.0,278,2072,18.9,3.8
25,M,Dumbbell Flyes,4,14,16,4,136,2436,9.0,Intermediate,Chest,Isolation,18.1,155,2921,42.7,4.4
47,M,Dumbbell Bench Press,3,9,113,5,171,2148,8.6,Intermediate,Chest,Compound,12.6,196,2764,39.1,5.0
18,F,Tricep Extensions,3,8,22,5,111,1469,7.8,Advanced,Arms,Isolation,22.7,101,1989,21.9,3.2
28,M,Leg Press,4,11,89,4,183,2434,7.6,Intermediate,Legs,Compound,19.2,292,3132,25.3,3.9
28,M,Chin-ups,5,11,67,4,156,2179,7.5,Intermediate,Arms,Compound,12.5,273,2749,27.3,4.8
53,F,Tricep Extensions,4,10,54,5,147,1363,9.0,Beginner,Arms,Isolation,27.9,275,2009,20.6,1.8
21,M,Deadlifts,5,7,63,4,192,2348,7.9,Beginner,Legs,Compound,21.2,163,2829,20.8,3.1
20,M,Overhead Press,4,7,89,5,167,1949,6.3,Beginner,Shoulders,Compound,22.2,148,2331,34.8,3.3
20,M,Deadlifts,3,7,91,5,144,2232,8.7,Intermediate,Legs,Compound,13.6,171,2501,40.8,4.9
40,M,Arnold Press,3,9,111,5,180,2011,6.3,Advanced,Shoulders,Compound,19.4,296,2402,48.6,4.3
54,M,Reverse Flyes,4,10,42,5,196,2157,6.7,Advanced,Back,Isolation,12.9,279,2801,30.4,5.0
26,M,Close-Grip Bench Press,5,11,79,3,120,1920,8.1,Advanced,Arms,Compound,13.9,229,2310,31.2,5.0
34,M,Incline Barbell Bench Press,3,6,77,3,197,2067,8.5,Advanced,Chest,Compound,14.1,169,2695,47.8,5.0
25,F,Lunges,4,10,97,3,124,1981,8.8,Advanced,Legs,Compound,24.4,277,2206,24.9,2.9
23,M,Lunges,5,8,102,5,154,2414,7.9,Intermediate,Legs,Compound,24.1,207,2950,28.3,2.9
49,F,Front Raises,4,11,27,4,113,1265,7.2,Beginner,Shoulders,Isolation,24.1,127,1927,15.8,2.4
33,F,Calf Raises,4,14,57,5,138,1244,8.5,Beginner,Legs,Isolation,20.4,130,2000,17.0,3.5
33,M,Deadlifts,5,11,84,5,125,1959,6.3,Advanced,Legs,Compound,20.8,152,2652,39.9,4.2
49,M,Pull-ups,5,8,50,5,123,1949,6.7,Intermediate,Back,Compound,15.6,270,2600,33.7,4.6
39,F,Arnold Press,5,6,99,5,132,1340,6.4,Intermediate,Shoulders,Compound,23.4,292,2069,17.0,2.6
27,M,Barbell Bench Press,5,6,113,4,177,2115,8.4,Intermediate,Chest,Compound,19.1,84,2689,27.7,4.2
51,M,Incline Barbell Bench Press,3,7,93,5,135,2090,6.0,Intermediate,Chest,Compound,24.3,286,2530,40.8,2.8
43,F,Barbell Rows,5,11,41,4,114,1811,8.7,Advanced,Back,Compound,21.5,170,2082,23.6,3.5
29,M,Bicep Curls,4,11,42,4,166,2785,6.9,Beginner,Arms,Isolation,16.1,210,3060,20.4,4.0
27,M,Diamond Push-ups,3,7,60,3,174,1742,6.4,Advanced,Arms,Compound,21.5,129,2226,46.8,3.8
19,M,Deadlifts,3,8,101,4,141,1854,6.9,Intermediate,Legs,Compound,12.5,290,2420,21.4,4.6
23,F,Pull-ups,5,11,114,3,103,1578,6.2,Advanced,Back,Compound,25.6,101,2077,20.5,2.6
48,F,Dumbbell Bench Press,5,10,71,4,109,1657,7.9,Advanced,Chest,Compound,27.2,275,1986,32.3,2.7
33,M,Pike Push-ups,4,7,51,5,194,2373,6.6,Beginner,Shoulders,Compound,15.6,106,2920,24.6,4.1
24,M,Barbell Rows,5,9,106,4,173,2479,6.0,Advanced,Back,Compound,13.6,143,2994,27.1,4.9
42,M,Dumbbell Bench Press,3,11,119,3,176,2066,8.1,Intermediate,Chest,Compound,16.2,86,2733,43.6,5.0
51,M,Pull-ups,3,7,87,5,185,1739,8.0,Intermediate,Back,Compound,13.6,223,2259,30.3,4.7
44,M,Squats,5,10,49,4,137,2718,8.6,Advanced,Legs,Compound,22.5,209,3045,35.9,3.3
53,F,Barbell Bench Press,4,11,106,5,144,1957,6.2,Advanced,Chest,Compound,31.9,256,2279,32.1,2.1
31,M,Lunges,5,9,56,3,163,2201,8.7,Beginner,Legs,Compound,23.7,146,2509,29.7,2.9
31,M,Arnold Press,5,10,74,3,148,1875,8.4,Beginner,Shoulders,Compound,16.6,154,2400,30.2,4.2
22,M,Rear Delt Flyes,4,10,43,4,135,2198,7.7,Intermediate,Shoulders,Isolation,16.1,252,2929,22.4,4.3
18,M,Pike Push-ups,3,8,115,3,192,2033,7.5,Intermediate,Shoulders,Compound,16.1,161,2475,37.1,4.5
30,M,Calf Raises,4,11,22,4,145,2559,6.8,Advanced,Legs,Isolation,18.4,196,3057,33.2,4.2
36,F,Pike Push-ups,5,11,82,5,105,1679,7.8,Advanced,Shoulders,Compound,18.9,124,2247,26.5,4.5
25,M,Leg Extensions,4,13,26,5,156,2517,8.2,Advanced,Legs,Isolation,20.3,267,2762,34.9,3.7
42,F,Incline Barbell Bench Press,5,9,93,3,144,1317,7.8,Intermediate,Chest,Compound,26.8,170,2014,29.5,2.3
42,M,Tricep Extensions,4,11,43,3,170,1721,7.2,Intermediate,Arms,Isolation,14.1,106,2278,32.6,4.9
40,M,Lat Pulldowns,3,7,91,3,172,2325,6.5,Advanced,Back,Compound,14.6,204,2712,28.1,5.0
43,M,Lunges,4,9,82,5,197,2167,7.2,Beginner,Legs,Compound,13.3,216,2743,23.3,4.3
48,M,Cable Crossovers,4,10,16,4,137,2714,6.8,Beginner,Chest,Isolation,21.8,258,3003,34.8,3.4
43,F,Pike Push-ups,4,10,69,3,109,1404,8.4,Beginner,Shoulders,Compound,18.6,153,1832,20.7,3.5
26,F,Lunges,5,10,83,4,102,1739,8.7,Beginner,Legs,Compound,25.9,295,2073,14.7,2.2
50,F,Close-Grip Bench Press,4,7,83,5,141,1709,7.3,Beginner,Arms,Compound,20.8,144,1933,17.3,3.1
33,F,Barbell Bench Press,4,10,108,4,131,1210,6.7,Beginner,Chest,Compound,18.2,98,1852,17.0,3.7
24,M,Pike Push-ups,4,10,58,5,127,2782,6.4,Beginner,Shoulders,Compound,14.6,191,3103,19.7,4.1
20,M,Close-Grip Bench Press,3,11,80,4,163,2407,7.0,Intermediate,Arms,Compound,23.4,267,2607,34.2,3.3
42,F,Dumbbell Bench Press,5,11,108,5,117,1435,7.1,Advanced,Chest,Compound,28.6,137,1824,32.3,2.3
45,M,Chin-ups,3,7,106,4,125,2472,6.3,Intermediate,Arms,Compound,17.4,232,3103,32.2,4.2
42,M,Leg Press,5,10,94,5,154,1838,8.1,Intermediate,Legs,Compound,19.6,73,2346,25.2,4.1
41,M,Pike Push-ups,5,6,58,5,168,2655,8.1,Intermediate,Shoulders,Compound,14.4,157,2891,44.5,5.0
33,M,Close-Grip Bench Press,4,9,94,5,145,2129,9.0,Intermediate,Arms,Compound,12.8,124,2413,34.2,4.9
40,M,Dumbbell Bench Press,5,8,84,4,166,1653,7.1,Intermediate,Chest,Compound,19.7,109,2287,28.9,3.7
44,M,Barbell Rows,3,6,59,3,136,2730,7.5,Intermediate,Back,Compound,22.4,84,2957,34.2,3.2
23,F,Reverse Flyes,3,10,47,5,148,1402,7.6,Intermediate,Back,Isolation,22.5,249,1945,16.4,3.0
42,M,Lat Pulldowns,5,6,55,4,192,2457,6.5,Advanced,Back,Compound,23.6,221,2698,41.3,3.2
35,M,Dumbbell Bench Press,5,7,49,4,137,2156,7.2,Intermediate,Chest,Compound,17.5,132,2955,34.7,4.5
21,M,Overhead Press,5,10,59,5,121,2133,6.1,Intermediate,Shoulders,Compound,24.1,168,2857,40.0,3.2
48,M,Squats,3,7,52,3,156,2194,8.7,Intermediate,Legs,Compound,12.7,132,2467,28.0,5.0
19,M,Leg Extensions,4,10,19,5,150,2301,7.0,Advanced,Legs,Isolation,22.4,242,2934,42.6,3.5
19,F,Arnold Press,5,11,103,3,146,1749,8.4,Intermediate,Shoulders,Compound,28.2,275,2266,24.5,2.3
32,F,Diamond Push-ups,3,6,55,5,107,1240,8.4,Advanced,Arms,Compound,20.6,101,2031,33.2,3.9
30,F,Cable Rows,4,8,31,4,110,1214,6.7,Advanced,Back,Isolation,30.8,185,1951,22.9,1.8
20,M,Rear Delt Flyes,3,14,23,3,148,2706,6.2,Beginner,Shoulders,Isolation,13.1,255,3096,24.9,4.7
20,M,Diamond Push-ups,5,7,72,4,156,2192,7.4,Beginner,Arms,Compound,18.2,235,2774,30.3,4.2
49,F,Calf Raises,3,11,38,5,113,1152,6.1,Advanced,Legs,Isolation,24.6,129,1849,25.2,2.8
53,M,Cable Rows,4,13,27,3,181,2467,7.1,Intermediate,Back,Isolation,23.2,180,2745,35.7,3.0
35,M,Overhead Press,3,11,95,4,180,2071,6.6,Advanced,Shoulders,Compound,18.6,75,2292,39.2,4.8
34,M,Dumbbell Flyes,3,11,30,5,156,2129,7.4,Beginner,Chest,Isolation,20.6,229,2816,34.6,3.3
26,M,Deadlifts,3,7,110,3,120,2679,6.9,Intermediate,Legs,Compound,22.7,184,3094,27.0,3.0
49,F,T-Bar Rows,3,10,95,4,136,1542,8.0,Intermediate,Back,Compound,30.8,229,1912,26.2,2.0
35,F,Rear Delt Flyes,4,14,54,4,100,2002,9.0,Beginner,Shoulders,Isolation,24.5,111,2269,21.3,2.7
46,F,Arnold Press,5,11,111,3,148,1305,7.6,Intermediate,Shoulders,Compound,23.6,258,2040,15.1,2.5
52,M,Arnold Press,3,11,57,5,136,1828,7.0,Intermediate,Shoulders,Compound,22.5,276,2321,44.4,3.7
39,F,Pull-ups,3,10,109,3,100,1702,8.2,Intermediate,Back,Compound,18.3,75,2120,19.9,3.8
43,M,Pec Deck,4,12,21,5,165,1710,8.3,Advanced,Chest,Isolation,23.8,75,2361,52.0,3.2
36,F,Incline Barbell Bench Press,5,10,97,4,117,1766,6.6,Beginner,Chest,Compound,29.6,82,2010,17.4,1.4
24,M,Lateral Raises,4,14,47,5,199,2472,7.4,Advanced,Shoulders,Isolation,21.1,94,3005,46.0,4.1
40,M,T-Bar Rows,5,6,40,3,171,1752,7.1,Intermediate,Back,Compound,21.7,130,2469,33.3,3.6
47,F,Pull-ups,3,11,66,3,149,1652,6.5,Intermediate,Back,Compound,20.8,95,2293,17.0,3.3
30,M,Dumbbell Flyes,3,10,52,3,159,2063,6.9,Intermediate,Chest,Isolation,21.0,204,2628,20.6,3.2
19,M,Incline Barbell Bench Press,4,8,60,4,148,2543,6.2,Intermediate,Chest,Compound,16.5,204,2894,40.3,4.5
37,F,Hammer Curls,3,11,23,3,126,1432,8.2,Intermediate,Arms,Isolation,28.6,239,1878,20.6,2.0
43,M,Reverse Flyes,3,11,47,3,182,2647,8.5,Advanced,Back,Isolation,18.4,158,2895,37.3,4.9
53,F,Leg Curls,3,8,24,4,115,1622,7.8,Intermediate,Legs,Isolation,29.3,290,2263,26.1,1.9
33,M,Dumbbell Flyes,4,14,17,3,194,2408,7.3,Intermediate,Chest,Isolation,13.5,89,3121,25.5,4.7
43,M,Pull-ups,4,7,112,5,196,1742,8.5,Advanced,Back,Compound,17.8,183,2278,31.6,4.7
37,F,Diamond Push-ups,4,9,45,3,135,1514,6.3,Intermediate,Arms,Compound,28.8,239,1991,26.0,2.3
47,M,Hammer Curls,3,14,19,5,183,1756,6.5,Beginner,Arms,Isolation,19.6,82,2342,27.1,3.9
26,M,Leg Extensions,4,9,38,3,133,2044,8.2,Beginner,Legs,Isolation,12.5,199,2746,20.2,4.4
51,M,Pike Push-ups,4,10,43,4,138,2185,8.3,Advanced,Shoulders,Compound,15.9,157,2396,27.6,4.5
28,M,Arnold Press,3,9,47,3,195,2621,8.0,Intermediate,Shoulders,Compound,18.9,241,3073,32.2,4.3
39,M,Incline Barbell Bench Press,4,11,100,4,193,2181,6.1,Intermediate,Chest,Compound,24.0,193,2755,43.3,3.2
41,M,Barbell Bench Press,5,7,95,3,195,2458,6.6,Intermediate,Chest,Compound,14.3,169,2955,28.4,5.0
49,F,Calf Raises,4,8,35,4,146,1901,6.1,Intermediate,Legs,Isolation,23.6,94,2329,26.9,3.1
35,M,Barbell Rows,5,7,97,4,152,1639,8.1,Intermediate,Back,Compound,16.8,127,2363,22.7,4.5
35,M,Incline Barbell Bench Press,3,6,47,4,124,1647,7.6,Intermediate,Chest,Compound,15.7,72,2256,38.9,4.7
20,F,Rear Delt Flyes,3,12,36,4,125,1794,7.0,Intermediate,Shoulders,Isolation,19.4,210,2081,22.7,4.0
26,M,Deadlifts,4,7,46,5,134,1678,6.6,Advanced,Legs,Compound,23.7,167,2454,43.5,3.5
54,F,Lunges,4,10,107,5,143,1652,6.9,Intermediate,Legs,Compound,24.2,156,2208,18.8,2.4
29,M,Cable Rows,3,9,59,4,194,2548,7.3,Intermediate,Back,Isolation,13.6,240,2789,35.5,4.9
25,F,Deadlifts,5,7,51,4,130,1323,7.2,Advanced,Legs,Compound,21.3,157,1803,18.6,3.6
20,M,Barbell Bench Press,4,9,80,5,169,2222,6.9,Advanced,Chest,Compound,19.1,139,2628,46.2,4.3
22,M,Pike Push-ups,4,7,78,4,181,2267,8.4,Intermediate,Shoulders,Compound,13.5,191,2760,36.6,5.0
26,M,Pike Push-ups,3,9,119,3,196,1828,7.4,Intermediate,Shoulders,Compound,13.7,251,2566,43.3,5.0
47,F,Diamond Push-ups,3,9,83,5,119,1639,8.5,Intermediate,Arms,Compound,30.1,75,2045,16.2,1.7
32,M,Diamond Push-ups,3,9,46,3,187,1921,8.8,Advanced,Arms,Compound,20.0,128,2627,43.5,4.1
49,M,Front Raises,3,8,42,3,197,2658,8.3,Beginner,Shoulders,Isolation,18.0,108,2942,33.8,3.9
22,M,Arnold Press,3,10,117,3,162,2068,6.8,Beginner,Shoulders,Compound,24.2,154,2645,24.3,2.8
18,F,Chin-ups,3,9,44,3,146,2073,6.8,Intermediate,Arms,Compound,18.8,187,2329,29.2,4.3
20,F,Leg Press,3,7,95,5,122,1770,7.0,Intermediate,Legs,Compound,28.2,264,2167,21.7,2.0
26,M,Cable Rows,3,10,16,5,138,2045,6.6,Advanced,Back,Isolation,13.2,269,2773,52.5,5.0
24,M,Lunges,3,6,107,5,133,2518,6.3,Intermediate,Legs,Compound,24.7,270,2863,24.2,2.7
34,F,Close-Grip Bench Press,5,11,66,5,111,1644,6.6,Advanced,Arms,Compound,30.5,168,2164,18.2,1.9
49,M,Front Raises,3,8,43,4,191,1949,8.2,Intermediate,Shoulders,Isolation,24.6,130,2627,31.1,2.8
26,F,Deadlifts,5,9,103,3,111,1818,7.6,Intermediate,Legs,Compound,31.4,209,2211,29.5,1.6
37,M,Incline Barbell Bench Press,3,9,89,4,131,1908,7.3,Beginner,Chest,Compound,13.8,281,2557,32.4,4.8
34,M,T-Bar Rows,3,7,90,4,163,2340,8.4,Intermediate,Back,Compound,19.9,160,2617,37.9,4.1
20,F,Leg Press,3,7,43,4,123,1302,6.8,Intermediate,Legs,Compound,19.0,270,2030,16.8,3.8
27,M,Overhead Press,3,11,74,5,159,1595,8.6,Intermediate,Shoulders,Compound,23.3,137,2255,23.5,2.6
23,M,Cable Crossovers,4,11,57,5,141,2107,6.4,Intermediate,Chest,Isolation,21.1,126,2673,21.5,3.2
29,F,Squats,4,6,96,4,144,1389,7.4,Intermediate,Legs,Compound,21.2,64,2135,29.8,3.5
24,M,Overhead Press,4,11,80,5,139,1975,6.2,Intermediate,Shoulders,Compound,17.8,267,2615,37.9,4.4
24,M,Cable Rows,3,11,43,3,171,1760,7.4,Intermediate,Back,Isolation,16.0,298,2248,24.1,4.3
35,M,Lat Pulldowns,4,6,55,4,154,1844,7.6,Beginner,Back,Compound,15.8,228,2557,24.7,4.2
22,M,Overhead Press,5,7,46,4,172,2372,7.2,Advanced,Shoulders,Compound,20.1,274,2758,48.8,4.4
32,M,Leg Press,4,8,103,3,130,2275,9.0,Intermediate,Legs,Compound,24.1,262,2571,34.3,3.1
38,M,Reverse Flyes,3,10,45,5,144,2854,7.3,Intermediate,Back,Isolation,13.2,254,3096,20.5,4.5
19,F,T-Bar Rows,3,7,115,4,148,1190,8.9,Advanced,Back,Compound,18.8,236,1884,26.3,4.6
22,M,Close-Grip Bench Press,4,8,55,3,156,2397,8.6,Intermediate,Arms,Compound,21.3,154,2855,36.6,3.9
33,M,T-Bar Rows,4,6,50,3,190,2143,6.3,Beginner,Back,Compound,22.7,174,2828,29.4,3.1
38,F,Barbell Bench Press,5,11,65,4,115,2018,6.6,Beginner,Chest,Compound,24.1,96,2301,22.1,2.3
40,M,Squats,3,8,116,4,170,2321,8.1,Beginner,Legs,Compound,13.4,280,2740,26.5,4.7
24,M,Dumbbell Flyes,3,9,56,3,186,2688,7.7,Intermediate,Chest,Isolation,16.0,129,2893,37.3,4.9
35,F,Close-Grip Bench Press,5,6,42,4,123,1439,6.1,Beginner,Arms,Compound,29.9,136,2130,21.0,1.4
27,F,Dumbbell Bench Press,5,6,50,3,103,1416,8.8,Intermediate,Chest,Compound,20.1,200,1914,28.7,4.0
35,F,Overhead Press,4,6,87,5,140,1147,6.7,Advanced,Shoulders,Compound,29.7,79,1801,19.0,2.0
53,M,Close-Grip Bench Press,4,8,104,3,170,2106,7.4,Intermediate,Arms,Compound,12.9,168,2839,31.7,4.8
53,M,Incline Barbell Bench Press,3,9,83,5,158,2274,6.1,Advanced,Chest,Compound,16.6,144,2758,48.6,4.9
48,M,Arnold Press,5,7,90,4,160,2544,8.6,Intermediate,Shoulders,Compound,14.4,141,2954,28.5,4.7
29,M,Face Pulls,3,8,19,3,128,1929,6.8,Intermediate,Back,Isolation,19.5,159,2561,22.0,4.1
46,M,Lunges,4,7,96,3,199,2097,8.0,Advanced,Legs,Compound,21.4,173,2371,31.7,3.7
35,F,Deadlifts,3,9,91,3,143,2022,8.4,Beginner,Legs,Compound,29.3,177,2319,12.1,1.8
26,M,Leg Curls,3,13,23,4,181,1871,7.9,Advanced,Legs,Isolation,14.8,84,2585,39.7,5.0
52,F,Tricep Extensions,3,13,19,4,143,1376,8.2,Intermediate,Arms,Isolation,18.8,230,1905,16.1,3.8
51,M,Squats,4,10,109,5,177,1704,7.8,Beginner,Legs,Compound,19.0,162,2387,23.2,4.0
35,M,Pike Push-ups,5,10,69,4,192,2710,8.6,Beginner,Shoulders,Compound,23.4,84,3024,16.3,2.7
28,F,Lat Pulldowns,4,7,68,5,132,1540,8.2,Beginner,Back,Compound,18.3,170,1968,12.1,4.0
24,M,Squats,4,10,67,3,142,2601,6.6,Intermediate,Legs,Compound,20.2,89,2818,25.9,3.9
30,F,Cable Crossovers,4,9,38,4,107,1579,6.7,Intermediate,Chest,Isolation,25.9,129,2224,22.3,2.6
23,M,Cable Rows,3,9,23,5,121,1826,8.1,Advanced,Back,Isolation,23.7,93,2251,43.1,3.2
20,M,Cable Crossovers,3,8,26,3,130,2714,8.2,Advanced,Chest,Isolation,15.7,256,3034,44.0,5.0
45,M,Lunges,5,11,50,5,165,2797,6.7,Advanced,Legs,Compound,16.3,202,3025,26.4,4.6
33,F,Lat Pulldowns,4,10,106,4,124,1630,6.1,Advanced,Back,Compound,22.7,126,2133,24.1,3.3
35,M,Lat Pulldowns,3,6,79,4,122,2680,8.4,Advanced,Back,Compound,17.2,253,2955,48.3,4.7
39,F,Pike Push-ups,3,11,85,3,127,1684,7.5,Beginner,Shoulders,Compound,20.6,180,1914,23.3,3.0
44,F,Calf Raises,3,13,34,4,101,2111,7.5,Intermediate,Legs,Isolation,18.2,126,2336,27.3,4.3
22,F,Tricep Extensions,4,14,27,3,119,1572,6.6,Intermediate,Arms,Isolation,31.5,163,2186,17.4,1.6
25,M,Calf Raises,3,13,46,4,166,2556,6.4,Intermediate,Legs,Isolation,15.4,274,2927,40.4,4.6
30,F,Squats,4,7,88,4,125,1663,6.4,Advanced,Legs,Compound,19.4,75,2315,30.5,4.2
43,F,Dumbbell Bench Press,3,8,97,4,118,1399,7.0,Advanced,Chest,Compound,25.1,269,1957,19.9,2.7
50,F,Cable Crossovers,3,12,48,3,123,1279,6.9,Intermediate,Chest,Isolation,24.9,277,2001,20.0,2.3
47,M,Close-Grip Bench Press,4,8,56,3,146,1730,8.2,Beginner,Arms,Compound,19.1,196,2333,22.5,3.9
20,M,Calf Raises,3,9,28,4,190,1639,7.0,Intermediate,Legs,Isolation,24.3,282,2381,38.1,2.9
49,M,Leg Press,3,8,71,4,137,2841,8.1,Intermediate,Legs,Compound,14.5,286,3077,22.0,4.9
37,F,Front Raises,3,14,50,4,118,1803,7.8,Intermediate,Shoulders,Isolation,19.5,230,2398,18.0,3.7
32,F,Chin-ups,4,8,114,4,107,1310,6.4,Beginner,Arms,Compound,26.7,77,1922,15.8,1.8
31,M,Diamond Push-ups,4,9,114,5,140,2622,9.0,Intermediate,Arms,Compound,19.5,107,2992,43.7,4.5
49,M,Dumbbell Bench Press,3,10,97,4,191,2622,6.8,Intermediate,Chest,Compound,18.4,140,3064,26.4,4.3
51,F,Lat Pulldowns,3,6,46,4,113,1328,6.7,Beginner,Back,Compound,26.0,219,1955,22.6,2.4
41,M,Reverse Flyes,3,13,38,3,163,1961,8.9,Beginner,Back,Isolation,20.4,291,2473,29.9,3.6
40,F,T-Bar Rows,4,7,63,4,144,1409,7.2,Intermediate,Back,Compound,28.7,278,1917,18.9,2.2
50,F,Pec Deck,3,11,53,4,113,2023,6.4,Beginner,Chest,Isolation,23.2,191,2275,16.4,2.3
42,M,Reverse Flyes,4,11,25,5,126,2016,6.3,Advanced,Back,Isolation,14.3,165,2670,40.6,5.0
26,F,Close-Grip Bench Press,5,8,113,5,118,1640,8.0,Intermediate,Arms,Compound,29.2,298,2123,17.5,2.1
27,M,T-Bar Rows,5,8,79,3,121,2012,6.2,Intermediate,Back,Compound,18.0,284,2578,24.8,4.4
25,M,Leg Press,3,8,72,4,151,1983,6.3,Intermediate,Legs,Compound,14.5,196,2751,41.1,4.8
52,F,Pike Push-ups,4,7,85,4,138,1373,7.9,Advanced,Shoulders,Compound,27.8,105,1807,35.9,2.6
54,M,Cable Crossovers,4,13,30,3,152,1565,6.6,Intermediate,Chest,Isolation,22.5,264,2208,33.1,3.3
38,M,Chin-ups,4,6,106,5,129,1835,8.9,Intermediate,Arms,Compound,16.7,249,2211,37.7,4.6
43,M,Lunges,5,10,91,5,187,2790,8.6,Beginner,Legs,Compound,21.9,280,3069,24.3,3.3
50,M,Arnold Press,4,7,112,3,196,1915,6.6,Advanced,Shoulders,Compound,12.1,148,2553,29.3,5.0
34,M,Dumbbell Flyes,3,14,22,4,144,2526,8.2,Intermediate,Chest,Isolation,22.4,168,3058,26.4,3.4
22,M,Front Raises,3,14,36,4,171,2103,8.1,Intermediate,Shoulders,Isolation,23.6,101,2591,36.1,3.1
44,M,Rear Delt Flyes,4,8,30,5,127,2210,7.2,Intermediate,Shoulders,Isolation,20.9,152,2575,41.4,4.0
43,M,Cable Rows,3,9,29,4,162,2518,6.2,Intermediate,Back,Isolation,13.6,289,2833,24.7,4.8
22,F,Overhead Press,3,9,109,5,122,1419,6.4,Advanced,Shoulders,Compound,26.3,267,1932,22.8,2.7
39,M,Face Pulls,4,8,45,5,163,2020,6.1,Advanced,Back,Isolation,19.7,181,2253,25.0,4.1
40,F,Chin-ups,3,8,49,5,117,2067,7.6,Beginner,Arms,Compound,23.7,246,2311,19.4,2.4
53,F,Cable Crossovers,4,12,31,4,120,1252,7.8,Intermediate,Chest,Isolation,29.2,141,2003,21.7,1.8
36,F,Overhead Press,3,9,49,5,148,1436,8.7,Beginner,Shoulders,Compound,24.9,114,1928,15.2,2.0
34,F,Dumbbell Bench Press,3,10,62,5,138,1485,8.3,Intermediate,Chest,Compound,29.8,199,2028,29.8,1.7
28,M,Dumbbell Bench Press,5,10,105,3,158,1427,8.7,Intermediate,Chest,Compound,21.5,208,2215,41.1,3.4
36,M,Lateral Raises,4,14,53,5,148,1967,8.1,Intermediate,Shoulders,Isolation,15.0,127,2525,41.5,4.8
54,M,Incline Barbell Bench Press,4,9,50,3,196,2109,6.9,Intermediate,Chest,Compound,21.1,254,2648,44.5,4.0
31,M,T-Bar Rows,3,6,41,5,124,2848,8.1,Intermediate,Back,Compound,15.7,264,3053,20.0,4.5
42,F,Incline Barbell Bench Press,3,9,47,5,118,1720,8.7,Intermediate,Chest,Compound,20.4,145,2272,21.8,3.2
35,M,Leg Extensions,4,10,44,5,182,2098,6.1,Intermediate,Legs,Isolation,15.7,231,2759,38.0,5.0
34,M,Incline Barbell Bench Press,4,8,109,5,142,2732,8.3,Intermediate,Chest,Compound,14.8,296,3086,43.6,4.8
18,M,Pull-ups,4,10,109,4,184,2423,8.9,Advanced,Back,Compound,16.8,245,2938,30.0,4.8
28,M,Dumbbell Flyes,4,8,45,5,129,1867,8.3,Advanced,Chest,Isolation,22.6,62,2452,37.1,3.6
23,F,Barbell Rows,4,7,110,5,140,1594,7.3,Intermediate,Back,Compound,30.6,143,2393,21.2,1.7
43,M,Dumbbell Flyes,4,12,37,3,187,1692,8.2,Beginner,Chest,Isolation,19.3,141,2287,30.6,4.1
50,M,Squats,4,7,105,4,184,2253,8.3,Advanced,Legs,Compound,22.8,222,2949,25.2,3.2
