exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
Hanging exercise ball leg raise,Strength,Abdominals,Intermediate,,,,,,,,,,,
Taylor Exercise Ball Stir-The-Pot,Strength,Abdominals,Intermediate,,,,,,,,,,,
FYR2 Air Ball,Strength,Abdominals,Intermediate,,,,,,,,,,,
Feet-elevated plank on ball,Strength,Abdominals,Intermediate,,,,,,,,,,,
Band Hip Adductions,Strength,Adductors,Beginner,,,,,,,,,,,
Lateral Band Walk,Strength,Abductors,Intermediate,,,,,,,,,,,
FYR2 Standing Banded Leg Abduction,Strength,Abductors,Intermediate,,,,,,,,,,,
Iliotibial band SMR,Stretching,Abductors,Intermediate,,,,,,,,,,,
Adductor SMR,Stretching,Adductors,Beginner,,,,,,,,,,,
Lying Bent Leg Groin,Stretching,Adductors,Beginner,,,,,,,,,,,
Lateral box jump,Plyometrics,Adductors,Intermediate,,,,,,,,,,,
Thigh adductor,Strength,Adductors,Intermediate,,,,,,,,,,,
Thigh abductor,Strength,Abductors,Intermediate,,,,,,,,,,,
Standing Hip Circles,Stretching,Abductors,Beginner,,,,,,,,,,,
Groiners,Stretching,Adductors,Beginner,,,,,,,,,,,
Fire Hydrant,Strength,Abductors,Beginner,,,,,,,,,,,
Windmills,Stretching,Abductors,Intermediate,,,,,,,,,,,
Side Leg Raises,Stretching,Adductors,Beginner,,,,,,,,,,,
Lateral hop,Plyometrics,Adductors,Intermediate,,,,,,,,,,,
Monster Walk,Strength,Abductors,Intermediate,,,,,,,,,,,
Side Lying Groin Stretch,Stretching,Adductors,Intermediate,,,,,,,,,,,
IT Band and Glute Stretch,Stretching,Abductors,Intermediate,,,,,,,,,,,
Single-leg lying cross-over stretch,Stretching,Abductors,Beginner,,,,,,,,,,,
Carioca quick step,Plyometrics,Adductors,Intermediate,,,,,,,,,,,
Standing hip circle,Stretching,Abductors,Intermediate,,,,,,,,,,,
Lateral cone hop,Plyometrics,Adductors,Intermediate,,,,,,,,,,,
Side-To-Side Adductor Stretch,Strength,Adductors,Intermediate,,,,,,,,,,,
Dynamic pigeon stretch,Strength,Abductors,Intermediate,,,,,,,,,,,
Cross-over jack,Strength,Abductors,Intermediate,,,,,,,,,,,
Traveling thigh killa,Strength,Abductors,Intermediate,,,,,,,,,,,
FYR Thigh Killa,Strength,Abductors,Intermediate,,,,,,,,,,,
HM Straddle Stretch,Stretching,Abductors,Intermediate,,,,,,,,,,,
HM Right Leg Swing,Stretching,Abductors,Intermediate,,,,,,,,,,,
HM Right Side-Kick,Stretching,Abductors,Intermediate,,,,,,,,,,,
HM Frog Stretch,Strength,Abductors,Intermediate,,,,,,,,,,,
HM Kick-Out,Strength,Abductors,Intermediate,,,,,,,,,,,
HM Left Leg Swing,Strength,Adductors,Intermediate,,,,,,,,,,,
UNS Foam Roll Adductor,Strength,Adductors,Intermediate,,,,,,,,,,,
MetaBurn Groiner,Strength,Abductors,Intermediate,,,,,,,,,,,
Side-lying leg adduction scissor,Strength,Adductors,Intermediate,,,,,,,,,,,
Groin and Back Stretch,Stretching,Adductors,Beginner,,,,,,,,,,,
Adductor/Groin,Stretching,Adductors,Beginner,,,,,,,,,,,
Incline dumbbell biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Banded biceps curl in squat position,Strength,Biceps,Intermediate,,,,,,,,,,,
Banded Hammer Press - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Band standing concentration curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Brachialis SMR,Stretching,Biceps,Beginner,,,,,,,,,,,
Wide-grip barbell curl,Strength,Biceps,Beginner,,,,,,,,,,,
EZ-bar spider curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Barbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Close-grip EZ-bar curl,Strength,Biceps,Beginner,,,,,,,,,,,
Preacher Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Barbell Curls Lying Against An Incline,Strength,Biceps,Beginner,,,,,,,,,,,
Seated Close-Grip Concentration Barbell Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Close-grip barbell curl,Strength,Biceps,Beginner,,,,,,,,,,,
Drag curl,Strength,Biceps,Beginner,,,,,,,,,,,
Reverse-grip barbell curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Lying High Bench Barbell Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Seated wide-grip curl to close-grip curl,Strength,Biceps,Beginner,,,,,,,,,,,
Seated Straigh-Bar Curl Superset,Strength,Biceps,Beginner,,,,,,,,,,,
Dave Draper Forehead Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Reverse-grip EZ-bar curl,Strength,Biceps,Intermediate,,,,,,,,,,,
EZ-Bar Spider Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Barbell curl-,Strength,Biceps,Intermediate,,,,,,,,,,,
Paul Carter Barbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Standing band biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Close-Grip EZ-Bar Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Seated Barbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
AM Standing Barbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
EZ-bar preacher curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Standing Barbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Incline Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
"Bicep Curls ""21s""",Strength,Biceps,Intermediate,,,,,,,,,,,
Incline Hammer Curls,Strength,Biceps,Beginner,,,,,,,,,,,
Hammer Curls,Strength,Biceps,Intermediate,,,,,,,,,,,
Biceps curl to shoulder press,Strength,Biceps,Beginner,,,,,,,,,,,
Concentration curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Flexor Incline Dumbbell Curls,Strength,Biceps,Beginner,,,,,,,,,,,
Dumbbell Bicep Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Cross-body hammer curl,Strength,Biceps,Beginner,,,,,,,,,,,
Dumbbell Alternate Bicep Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Single-arm dumbbell preacher curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Alternate Incline Dumbbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Standing concentration curl,Strength,Biceps,Beginner,,,,,,,,,,,
Alternating incline dumbbell biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Alternate Hammer Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Seated dumbbell biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Preacher Hammer Dumbbell Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Dumbbell preacher curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Lying Supine Dumbbell Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Standing Dumbbell Reverse Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Palms-out incline biceps curl,Strength,Biceps,Beginner,,,,,,,,,,,
Straight-arm plank with biceps curl,Strength,Biceps,Beginner,,,,,,,,,,,
Face-down incline dumbbell biceps curl,Strength,Biceps,Beginner,,,,,,,,,,,
Seated Dumbbell Inner Biceps Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Standing Inner-Biceps Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Seated hammer curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Paul Carter Incline Dumbbell Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Paul Carter Concentration Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR Dumbbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Dumbbell biceps curl to upright row,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR Dumbbell Hammer Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Dumbbell overhead hold with single-arm curl,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR Kneeling Biceps,Strength,Biceps,Intermediate,,,,,,,,,,,
Lunge hold dumbbell curl,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR Dumbbell Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Alternating dumbbell snatch,Strength,Biceps,Intermediate,,,,,,,,,,,
TBS Incline Dumbbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
TBS Hammer Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Reverse-grip dumbbell curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Incline Dumbbell Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Hammer curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Seated Dumbbell Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Dumbbell Hammer Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Single-arm seated dumbbell curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Lying Cable Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Dumbbell biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Seated Biceps Hammer Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
HM Alternating Reverse Lunge With Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
AM Hammer Curls,Strength,Biceps,Intermediate,,,,,,,,,,,
AM Seated Hammer Curls,Strength,Biceps,Intermediate,,,,,,,,,,,
Seated alternating biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Alternating hammer curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Alternating biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Holman Slow Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Holman Biceps Curl to Chest Punch,Strength,Biceps,Intermediate,,,,,,,,,,,
Holman Right Arm Heavy Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Holman Left Arm Heavy Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Holman Alternating Front Lunge Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Holman Weighted Double-Time Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Holman Heavy Right Arm Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Holman Heavy Left Arm Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
MetaBurn Dumbbell Drag Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
MetaBurn Hammer Curl to Overhead Press,Strength,Biceps,Intermediate,,,,,,,,,,,
MetaBurn Biceps Curl To Lateral Raise,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR2 Alternating Dumbbell Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR2 Pulse Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR2 Seesaw Dumbbell Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR2 Single-Dumbbell Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Curl-Row Complex,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Standing Dumbbell Hammer Curl 21s,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Standing Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Standing Alternating Hammer Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Standing Alternating Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Single-Arm Hammer Preacher Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Single-Arm Dumbbell Preacher Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Seated Dumbbell Concentration Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Seated Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Seated Alternating Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Incline Hammer Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Incline Dumbbell Triceps Extension,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Hammer Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Reverse Plate Curls,Strength,Biceps,Beginner,,,,,,,,,,,
Standing Biceps Stretch,Stretching,Biceps,Beginner,,,,,,,,,,,
Suspended Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Plate hammer curl,Strength,Biceps,Beginner,,,,,,,,,,,
Barbell spider curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Barbell forehead curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Overhead cable curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Standing One-Arm Cable Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Reverse Cable Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Standing Biceps Cable Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Cable rope hammer curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Lying cable biceps curl,Strength,Biceps,Beginner,,,,,,,,,,,
Cable rope preacher hammer curl,Strength,Biceps,Beginner,,,,,,,,,,,
Lying Close-Grip Bar Curl On High Pulley,Strength,Biceps,Beginner,,,,,,,,,,,
Cable EZ-Bar Preacher Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Squatting cable EZ-bar biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Cable straight-bar biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Standing reverse-grip cable curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Lying high-cable biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
High-Pulley Cable Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Standing High Cable Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
High Cable Curls,Strength,Biceps,Intermediate,,,,,,,,,,,
Seated cable biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Lying Close-Grip Bar Curl On High Pulley - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Standing Cable Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
Double Arm Cable Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
AM Cable Biceps Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Single-arm cable biceps curl,Strength,Biceps,Intermediate,,,,,,,,,,,
UP Cable Curl With Straight Bar,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Cable Rope Hammer Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Squatting Cable Straight-Bar Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms High Cable Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Cable Straight-Bar Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Cable Concentration Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms BFR High Cable Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
BFR cable rope hammer curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Machine Bicep Curl,Strength,Biceps,Beginner,,,,,,,,,,,
Machine Preacher Curls,Strength,Biceps,Beginner,,,,,,,,,,,
Single-arm machine preacher curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Machine preacher curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Smith machine drag curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms BFR Machine Preacher Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Seated Biceps,Stretching,Biceps,Beginner,,,,,,,,,,,
TBS Chin-Up,Strength,Biceps,Intermediate,,,,,,,,,,,
Pull-up - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
UN Pull-Up Supinated,Strength,Biceps,Intermediate,,,,,,,,,,,
UN Pull-Up Pronated,Strength,Biceps,Intermediate,,,,,,,,,,,
UN Pull-Up Neutral,Strength,Biceps,Intermediate,,,,,,,,,,,
EZ-Bar Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Reverse Barbell Preacher Curls,Strength,Biceps,Beginner,,,,,,,,,,,
Close-Grip EZ-Bar Curl with Band,Strength,Biceps,Beginner,,,,,,,,,,,
Standing EZ-Bar Curl - Gethin Variation,Strength,Biceps,Intermediate,,,,,,,,,,,
TBS EZ-Bar Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Standing EZ-bar curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Standing Overhand EZ-Bar Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms EZ-Bar Spider Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms EZ-Bar Preacher Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
30 Arms Standing EZ-Bar Curl,Strength,Biceps,Intermediate,,,,,,,,,,,
Calf Raises - With Bands,Strength,Calves,Beginner,,,,,,,,,,,
Peroneals Stretch,Stretching,Calves,Intermediate,,,,,,,,,,,
Posterior Tibialis Stretch,Stretching,Calves,Intermediate,,,,,,,,,,,
Calf SMR,Stretching,Calves,Beginner,,,,,,,,,,,
Rocking Standing Calf Raise,Strength,Calves,Beginner,,,,,,,,,,,
Standing barbell calf raise,Strength,Calves,Beginner,,,,,,,,,,,
Barbell Seated Calf Raise,Strength,Calves,Beginner,,,,,,,,,,,
Smith machine standing calf raise,Strength,Calves,Intermediate,,,,,,,,,,,
Calf Raise On A Dumbbell,Strength,Calves,Beginner,,,,,,,,,,,
Standing Dumbbell Calf Raise,Strength,Calves,Intermediate,,,,,,,,,,,
Single-leg standing dumbbell calf raise,Strength,Calves,Intermediate,,,,,,,,,,,
Dumbbell walking calf raise,Strength,Calves,Intermediate,,,,,,,,,,,
Balance Board,Strength,Calves,Beginner,,,,,,,,,,,
Weighted donkey calf raise,Strength,Calves,Intermediate,,,,,,,,,,,
Anterior Tibialis-SMR,Stretching,Calves,Beginner,,,,,,,,,,,
Foot-SMR,Stretching,Calves,Beginner,,,,,,,,,,,
Agility Ladder,Cardio,Calves,Intermediate,,,,,,,,,,,
Single-leg machine seated calf raise,Strength,Calves,Intermediate,,,,,,,,,,,
Smith Machine Calf Raise,Strength,Calves,Intermediate,,,,,,,,,,,
Standing Calf Raises,Strength,Calves,Beginner,,,,,,,,,,,
Seated Calf Raise,Strength,Calves,Intermediate,,,,,,,,,,,
Calf Press On The Leg Press Machine,Strength,Calves,Intermediate,,,,,,,,,,,
Calf Press,Strength,Calves,Beginner,,,,,,,,,,,
Smith Machine Reverse Calf Raises,Strength,Calves,Beginner,,,,,,,,,,,
Seated Single-Leg Calf Press - Gethin Variation,Strength,Calves,Intermediate,,,,,,,,,,,
Seated Calf Raise - Gethin Variation,Strength,Calves,Intermediate,,,,,,,,,,,
Donkey Calf Raise - Gethin Variation,Strength,Calves,Intermediate,,,,,,,,,,,
Standing Calf Raise Facing Hack Squat Machine - Gethin Variation,Strength,Calves,Intermediate,,,,,,,,,,,
Calf Press On A Hack Squat Machine - Gethin Variation,Strength,Calves,Intermediate,,,,,,,,,,,
Smith Machine Standing Calf Raises - Gethin Variation,Strength,Calves,Intermediate,,,,,,,,,,,
Hack squat calf raise,Strength,Calves,Intermediate,,,,,,,,,,,
Seated Calf Press - Gethin Variation,Strength,Calves,Intermediate,,,,,,,,,,,
Leg press calf raise,Strength,Calves,Intermediate,,,,,,,,,,,
Machine seated calf raise,Strength,Calves,Intermediate,,,,,,,,,,,
30 Legs Seated Calf Raise,Strength,Calves,Intermediate,,,,,,,,,,,
30 Legs Standing Calf Raise,Strength,Calves,Intermediate,,,,,,,,,,,
Peroneals-SMR,Stretching,Calves,Intermediate,,,,,,,,,,,
Knee Circles,Stretching,Calves,Beginner,,,,,,,,,,,
Standing Gastrocnemius Calf Stretch,Stretching,Calves,Intermediate,,,,,,,,,,,
Wall calf stretch,Stretching,Calves,Intermediate,,,,,,,,,,,
Seated Calf Stretch,Stretching,Calves,Intermediate,,,,,,,,,,,
Standing Calf Raise,Strength,Calves,Intermediate,,,,,,,,,,,
Standing calf raise-,Strength,Calves,Intermediate,,,,,,,,,,,
HM Left Calf-Spike Sumo Pulse,Strength,Calves,Intermediate,,,,,,,,,,,
Ankle Circles,Stretching,Calves,Beginner,,,,,,,,,,,
Calf Stretch Elbows Against Wall,Stretching,Calves,Beginner,,,,,,,,,,,
Standing Soleus And Achilles Stretch,Stretching,Calves,Beginner,,,,,,,,,,,
Cross Over - With Bands,Strength,Chest,Beginner,,,,,,,,,,,
Bench Press - With Bands,Strength,Chest,Beginner,,,,,,,,,,,
Bench Press With Short Bands,Powerlifting,Chest,Beginner,,,,,,,,,,,
Feet-Elevated TRX Push-Up,Strength,Chest,Beginner,,,,,,,,,,,
Band-suspended kettlebell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
HM Banded Cross-Over Pull,Strength,Chest,Intermediate,,,,,,,,,,,
Rusin Band Pull-Apart,Strength,Chest,Intermediate,,,,,,,,,,,
UNS Banded Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Taylor Band-Assisted One-Arm Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Incline band bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Band push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Band chest fly,Strength,Chest,Intermediate,,,,,,,,,,,
Close-grip bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Barbell Bench Press - Medium Grip,Strength,Chest,Intermediate,,,,,,,,,,,
Decline barbell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Wide-grip bench press,Strength,Chest,Beginner,,,,,,,,,,,
Wide-Grip Decline Barbell Bench Press,Strength,Chest,Beginner,,,,,,,,,,,
Barbell Incline Bench Press Medium-Grip,Strength,Chest,Intermediate,,,,,,,,,,,
Neck Press,Strength,Chest,Beginner,,,,,,,,,,,
Front Raise And Pullover,Strength,Chest,Beginner,,,,,,,,,,,
Board bench press,Powerlifting,Chest,Intermediate,,,,,,,,,,,
Barbell Bench Press-Wide Grip,Strength,Chest,Beginner,,,,,,,,,,,
Wide-Grip Decline Barbell Pullover,Strength,Chest,Beginner,,,,,,,,,,,
Barbell Guillotine Bench Press,Strength,Chest,Beginner,,,,,,,,,,,
Band-suspended kettlebell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Paul Carter Incline Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
Incline bench press,Strength,Chest,Intermediate,,,,,,,,,,,
Bench press,Strength,Chest,Intermediate,,,,,,,,,,,
TBS Close-Grip Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
AM Flat Bench Barbell Press,Strength,Chest,Intermediate,,,,,,,,,,,
UP Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
UP Close-Grip Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
King Maker Barbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
King Maker Incline Barbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Incline Barbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest Barbell Bench Press,Strength,Chest,Intermediate,,,,,,,,,,,
30 Chest 30-Degree Incline Dumbbell Press,Strength,Chest,Intermediate,,,,,,,,,,,
Spoto press,Strength,Chest,Intermediate,,,,,,,,,,,
Kettlebell plyo push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Extended Range One-Arm Kettlebell Floor Press,Strength,Chest,Beginner,,,,,,,,,,,
Kettlebell alternating floor press,Strength,Chest,Beginner,,,,,,,,,,,
One-Arm Kettlebell Floor Press,Strength,Chest,Beginner,,,,,,,,,,,
Leg-Over Floor Press,Strength,Chest,Beginner,,,,,,,,,,,
Band-suspended kettlebell bench press,Strength,Chest,Intermediate,,,,,,,,,,,
FYR2 Push-Up to Kettlebell Hike Combo,Strength,Chest,Intermediate,,,,,,,,,,,
Pushups,Strength,Chest,Intermediate,,,,,,,,,,,
Incline Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Hands-elevated push-up,Strength,Chest,Beginner,,,,,,,,,,,
Decline Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Single-Arm Push-Up,Strength,Chest,Beginner,,,,,,,,,,,
Close push-up to wide push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Wide-grip hands-elevated push-up,Strength,Chest,Beginner,,,,,,,,,,,
Push-Ups With Feet On An Exercise Ball,Strength,Chest,Intermediate,,,,,,,,,,,
Feet-elevated push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Isometric Wipers,Strength,Chest,Beginner,,,,,,,,,,,
Clock push-up,Strength,Chest,Beginner,,,,,,,,,,,
Incline Push-Up Depth Jump,Plyometrics,Chest,Intermediate,,,,,,,,,,,
Push-Up Wide,Strength,Chest,Beginner,,,,,,,,,,,
Sphinx push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Close-Hands Push-Up,Strength,Chest,Beginner,,,,,,,,,,,
Tiger-bend push-up,Strength,Chest,Beginner,,,,,,,,,,,
Plyo push-up,Plyometrics,Chest,Beginner,,,,,,,,,,,
Close-grip hands-elevated push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Suspended push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Push Up to Side Plank,Strength,Chest,Intermediate,,,,,,,,,,,
Isometric Chest Squeezes,Plyometrics,Chest,Beginner,,,,,,,,,,,
Side-to-side push-up,Strength,Chest,Beginner,,,,,,,,,,,
Typewriter push-up,Strength,Chest,Beginner,,,,,,,,,,,
Diamond push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Judo push-up,Strength,Chest,Beginner,,,,,,,,,,,
Superman Push-Up,Plyometrics,Chest,Beginner,,,,,,,,,,,
Wide push-up,Strength,Chest,Beginner,,,,,,,,,,,
One-Arm Push-Up,Strength,Chest,Beginner,,,,,,,,,,,
Clapping Push-Up,Plyometrics,Chest,Beginner,,,,,,,,,,,
Staggered push-up,Strength,Chest,Beginner,,,,,,,,,,,
Reverse-grip hands-elevated push-up,Strength,Chest,Beginner,,,,,,,,,,,
Triple Clap Push-Up,Plyometrics,Chest,Beginner,,,,,,,,,,,
Side kick-through push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Swimming,Cardio,Chest,Intermediate,,,,,,,,,,,
FYR Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Frog push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Wide push-up plank hold,Strength,Chest,Intermediate,,,,,,,,,,,
Close push-up,Strength,Chest,Intermediate,,,,,,,,,,,
Push-Up - Gethin Variation,Strength,Chest,Intermediate,,,,,,,,,,,
HM Incline Push-Up On Chair,Strength,Chest,Intermediate,,,,,,,,,,,
HM Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
HM Push-Plank,Strength,Chest,Intermediate,,,,,,,,,,,
AM Chest Dips,Strength,Chest,Intermediate,,,,,,,,,,,
Push-up,Strength,Chest,Intermediate,,,,,,,,,,,
UP Push-up,Strength,Chest,Intermediate,,,,,,,,,,,
UN Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
UNS Foam Roll Pecs,Strength,Chest,Intermediate,,,,,,,,,,,
UN Hands Elevated Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Seal Drag to Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Hand-Elevated Push-Up with Hand Row,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Push-Up,Strength,Chest,Intermediate,,,,,,,,,,,
Holman Slow Hips-Up Chest Press,Strength,Chest,Intermediate,,,,,,,,,,,
